"Ajatempel (UTC)";"Kuupäev (Eesti aeg)";"NPS Läti";"NPS Leedu";"NPS Soome";"NPS Eesti"
"1705363200";"16.01.2024 02:00";"81,4";"81,4";"81,4";"81,4"
"1705366800";"16.01.2024 03:00";"80,07";"80,07";"80,07";"80,07"
"1705370400";"16.01.2024 04:00";"78,26";"78,26";"78,26";"78,26"
"1705374000";"16.01.2024 05:00";"77,59";"77,59";"77,59";"77,59"
"1705377600";"16.01.2024 06:00";"83,45";"83,45";"83,45";"83,45"
"1705381200";"16.01.2024 07:00";"123";"123";"123";"123"
"1705384800";"16.01.2024 08:00";"193,42";"193,42";"193,42";"193,42"
"1705388400";"16.01.2024 09:00";"275,59";"275,59";"275,59";"275,59"
"1705392000";"16.01.2024 10:00";"270,56";"270,56";"270,56";"270,56"
"1705395600";"16.01.2024 11:00";"249,93";"249,93";"249,93";"249,93"
"1705399200";"16.01.2024 12:00";"200,55";"200,55";"200,55";"200,55"
"1705402800";"16.01.2024 13:00";"170,04";"170,04";"170,04";"170,04"
"1705406400";"16.01.2024 14:00";"141,97";"141,97";"141,97";"141,97"
"1705410000";"16.01.2024 15:00";"143,58";"143,58";"143,58";"143,58"
"1705413600";"16.01.2024 16:00";"156,16";"156,16";"156,16";"156,16"
"1705417200";"16.01.2024 17:00";"170,08";"170,08";"170,08";"170,08"
"1705420800";"16.01.2024 18:00";"170,81";"170,81";"170,81";"170,81"
"1705424400";"16.01.2024 19:00";"164,52";"164,52";"164,52";"164,52"
"1705428000";"16.01.2024 20:00";"145,42";"145,42";"145,42";"145,42"
"1705431600";"16.01.2024 21:00";"151,51";"151,51";"151,51";"151,51"
"1705435200";"16.01.2024 22:00";"131,44";"131,44";"131,44";"131,44"
"1705438800";"16.01.2024 23:00";"121,14";"121,14";"121,14";"121,14"
"1705442400";"17.01.2024 00:00";"102,43";"102,43";"102,43";"102,43"
"1705446000";"17.01.2024 01:00";"95,63";"95,63";"95,63";"95,63"
"1705449600";"17.01.2024 02:00";"84,26";"84,26";"84,26";"84,26"
"1705453200";"17.01.2024 03:00";"82,1";"82,1";"82,1";"82,1"
"1705456800";"17.01.2024 04:00";"82,09";"82,09";"82,09";"82,09"
"1705460400";"17.01.2024 05:00";"90,06";"90,06";"90,06";"90,06"
"1705464000";"17.01.2024 06:00";"134,58";"134,58";"134,58";"134,58"
"1705467600";"17.01.2024 07:00";"150";"150";"150";"150"
"1705471200";"17.01.2024 08:00";"147,72";"147,72";"147,72";"147,72"
"1705474800";"17.01.2024 09:00";"122,02";"122,02";"122,02";"122,02"
"1705478400";"17.01.2024 10:00";"105,59";"105,59";"105,59";"105,59"
"1705482000";"17.01.2024 11:00";"110,33";"110,33";"110,33";"110,33"
"1705485600";"17.01.2024 12:00";"111,1";"111,1";"111,1";"111,1"
"1705489200";"17.01.2024 13:00";"116,49";"116,49";"116,49";"116,49"
"1705492800";"17.01.2024 14:00";"119,9";"119,9";"119,9";"119,9"
"1705496400";"17.01.2024 15:00";"117,97";"117,97";"117,97";"117,97"
"1705500000";"17.01.2024 16:00";"121,82";"121,82";"121,82";"121,82"
"1705503600";"17.01.2024 17:00";"125,24";"125,24";"124,84";"125,24"
"1705507200";"17.01.2024 18:00";"136,44";"136,44";"136,44";"136,44"
"1705510800";"17.01.2024 19:00";"120,62";"120,62";"120,01";"120,62"
"1705514400";"17.01.2024 20:00";"110,96";"110,96";"110,96";"110,96"
"1705518000";"17.01.2024 21:00";"106,61";"106,61";"106,61";"106,61"
"1705521600";"17.01.2024 22:00";"97,51";"97,51";"97,51";"97,51"
"1705525200";"17.01.2024 23:00";"91,36";"91,36";"91,36";"91,36"
"1705528800";"18.01.2024 00:00";"68";"81,56";"68";"68"
"1705532400";"18.01.2024 01:00";"47,97";"60,09";"47,97";"47,97"
"1705536000";"18.01.2024 02:00";"49,26";"64,09";"49,26";"49,26"
"1705539600";"18.01.2024 03:00";"46,55";"72,96";"46,55";"46,55"
"1705543200";"18.01.2024 04:00";"44,95";"72,58";"44,95";"44,95"
"1705546800";"18.01.2024 05:00";"46,72";"75,17";"46,72";"46,72"
"1705550400";"18.01.2024 06:00";"78,8";"79,05";"60,93";"78,8"
"1705554000";"18.01.2024 07:00";"78,8";"91,44";"76,19";"78,8"
"1705557600";"18.01.2024 08:00";"119";"119";"97,48";"119"
"1705561200";"18.01.2024 09:00";"125,89";"125,89";"108,13";"125,89"
"1705564800";"18.01.2024 10:00";"122,17";"122,17";"99,09";"122,17"
"1705568400";"18.01.2024 11:00";"125,02";"125,02";"110,9";"125,02"
"1705572000";"18.01.2024 12:00";"125,01";"125,01";"107,95";"125,01"
"1705575600";"18.01.2024 13:00";"125";"125";"93,55";"125"
"1705579200";"18.01.2024 14:00";"125,01";"125,01";"87,62";"125,01"
"1705582800";"18.01.2024 15:00";"125,02";"125,02";"86,43";"125,02"
"1705586400";"18.01.2024 16:00";"119,02";"119,02";"94,25";"119,02"
"1705590000";"18.01.2024 17:00";"119";"119";"99,52";"119"
"1705593600";"18.01.2024 18:00";"104,68";"104,68";"104,68";"104,68"
"1705597200";"18.01.2024 19:00";"103,26";"103,26";"103,26";"103,26"
"1705600800";"18.01.2024 20:00";"94,53";"94,53";"94,53";"94,53"
"1705604400";"18.01.2024 21:00";"86,97";"86,97";"86,97";"86,97"
"1705608000";"18.01.2024 22:00";"81,13";"81,13";"81,13";"81,13"
"1705611600";"18.01.2024 23:00";"77,43";"77,43";"77,43";"77,43"
"1705615200";"19.01.2024 00:00";"71,33";"71,33";"71,33";"71,33"
"1705618800";"19.01.2024 01:00";"68,4";"68,4";"68,4";"68,4"
"1705622400";"19.01.2024 02:00";"65,34";"65,34";"65,34";"65,34"
"1705626000";"19.01.2024 03:00";"64,05";"64,05";"64,05";"64,05"
"1705629600";"19.01.2024 04:00";"62,76";"62,76";"62,76";"62,76"
"1705633200";"19.01.2024 05:00";"63,32";"63,32";"63,32";"63,32"
"1705636800";"19.01.2024 06:00";"65,85";"65,85";"65,85";"65,85"
"1705640400";"19.01.2024 07:00";"75,74";"75,74";"75,74";"75,74"
"1705644000";"19.01.2024 08:00";"99,89";"99,89";"99,89";"99,89"
"1705647600";"19.01.2024 09:00";"104,27";"104,27";"104,27";"104,27"
"1705651200";"19.01.2024 10:00";"103,3";"103,3";"103,3";"103,3"
"1705654800";"19.01.2024 11:00";"95,85";"95,85";"95,85";"95,85"
"1705658400";"19.01.2024 12:00";"86,56";"86,56";"86,56";"86,56"
"1705662000";"19.01.2024 13:00";"78,72";"78,72";"78,72";"78,72"
"1705665600";"19.01.2024 14:00";"75,15";"75,15";"75,15";"75,15"
"1705669200";"19.01.2024 15:00";"76,91";"76,91";"76,91";"76,91"
"1705672800";"19.01.2024 16:00";"90,58";"90,58";"90,58";"90,58"
"1705676400";"19.01.2024 17:00";"104,6";"104,6";"104,6";"104,6"
"1705680000";"19.01.2024 18:00";"114,77";"114,77";"114,77";"114,77"
"1705683600";"19.01.2024 19:00";"108,49";"108,49";"108,49";"108,49"
"1705687200";"19.01.2024 20:00";"106,05";"106,05";"106,05";"106,05"
"1705690800";"19.01.2024 21:00";"91,77";"91,77";"91,77";"91,77"
"1705694400";"19.01.2024 22:00";"79,98";"79,98";"79,98";"79,98"
"1705698000";"19.01.2024 23:00";"74,97";"74,97";"74,97";"74,97"
"1705701600";"20.01.2024 00:00";"66,69";"66,69";"66,69";"66,69"
"1705705200";"20.01.2024 01:00";"67,62";"67,62";"67,62";"67,62"
"1705708800";"20.01.2024 02:00";"65,01";"65,01";"65,01";"65,01"
"1705712400";"20.01.2024 03:00";"65,1";"65,1";"65,1";"65,1"
"1705716000";"20.01.2024 04:00";"63,34";"63,34";"63,34";"63,34"
"1705719600";"20.01.2024 05:00";"63,37";"63,37";"63,37";"63,37"
"1705723200";"20.01.2024 06:00";"68,91";"68,91";"68,91";"68,91"
"1705726800";"20.01.2024 07:00";"74,29";"74,29";"74,29";"74,29"
"1705730400";"20.01.2024 08:00";"83,49";"83,49";"83,49";"83,49"
"1705734000";"20.01.2024 09:00";"95,87";"95,87";"95,87";"95,87"
"1705737600";"20.01.2024 10:00";"99,71";"99,71";"99,71";"99,71"
"1705741200";"20.01.2024 11:00";"99,86";"99,86";"99,86";"99,86"
"1705744800";"20.01.2024 12:00";"95,87";"95,87";"95,87";"95,87"
"1705748400";"20.01.2024 13:00";"95,88";"95,88";"95,88";"95,88"
"1705752000";"20.01.2024 14:00";"95,81";"95,81";"95,81";"95,81"
"1705755600";"20.01.2024 15:00";"91";"91";"91";"91"
"1705759200";"20.01.2024 16:00";"95,88";"95,88";"95,88";"95,88"
"1705762800";"20.01.2024 17:00";"102,01";"102,01";"102,01";"102,01"
"1705766400";"20.01.2024 18:00";"97,4";"97,4";"97,4";"97,4"
"1705770000";"20.01.2024 19:00";"101,11";"101,11";"101,11";"101,11"
"1705773600";"20.01.2024 20:00";"95";"95";"91,57";"95"
"1705777200";"20.01.2024 21:00";"95,97";"95,97";"80";"95,97"
"1705780800";"20.01.2024 22:00";"77,2";"77,2";"73,39";"77,2"
"1705784400";"20.01.2024 23:00";"75,11";"75,11";"70,42";"75,11"
"1705788000";"21.01.2024 00:00";"69,13";"69,13";"66,99";"69,13"
"1705791600";"21.01.2024 01:00";"71,73";"71,73";"34,78";"71,73"
"1705795200";"21.01.2024 02:00";"58,3";"58,3";"34,73";"58,3"
"1705798800";"21.01.2024 03:00";"55,15";"55,15";"34,64";"55,15"
"1705802400";"21.01.2024 04:00";"50,89";"50,89";"34,4";"50,89"
"1705806000";"21.01.2024 05:00";"59,33";"59,33";"34,28";"59,33"
"1705809600";"21.01.2024 06:00";"76,09";"76,09";"34,61";"76,09"
"1705813200";"21.01.2024 07:00";"78,44";"78,44";"34,3";"78,44"
"1705816800";"21.01.2024 08:00";"64,13";"64,13";"34,98";"64,13"
"1705820400";"21.01.2024 09:00";"65,21";"65,21";"34,83";"65,21"
"1705824000";"21.01.2024 10:00";"56,8";"56,8";"35,58";"56,8"
"1705827600";"21.01.2024 11:00";"50,45";"50,45";"36,88";"50,45"
"1705831200";"21.01.2024 12:00";"50,78";"50,78";"37,8";"50,78"
"1705834800";"21.01.2024 13:00";"43,99";"43,99";"37,31";"43,99"
"1705838400";"21.01.2024 14:00";"42,52";"42,52";"36,78";"42,52"
"1705842000";"21.01.2024 15:00";"53,4";"53,4";"37,04";"53,4"
"1705845600";"21.01.2024 16:00";"73";"73";"37,53";"73"
"1705849200";"21.01.2024 17:00";"77,59";"77,59";"37,41";"77,59"
"1705852800";"21.01.2024 18:00";"74,36";"74,36";"35,92";"74,36"
"1705856400";"21.01.2024 19:00";"78,13";"78,13";"35,53";"78,13"
"1705860000";"21.01.2024 20:00";"74,79";"74,79";"34,96";"74,79"
"1705863600";"21.01.2024 21:00";"61,15";"61,15";"34,67";"61,15"
"1705867200";"21.01.2024 22:00";"45,04";"45,04";"34,55";"45,04"
"1705870800";"21.01.2024 23:00";"40,01";"40,01";"34,83";"40,01"
"1705874400";"22.01.2024 00:00";"29,03";"29,03";"29,03";"29,03"
"1705878000";"22.01.2024 01:00";"33,02";"33,02";"27,3";"33,02"
"1705881600";"22.01.2024 02:00";"32,56";"32,56";"22,24";"32,56"
"1705885200";"22.01.2024 03:00";"32,1";"32,1";"18,62";"32,1"
"1705888800";"22.01.2024 04:00";"32,05";"32,05";"5,04";"32,05"
"1705892400";"22.01.2024 05:00";"33,06";"33,06";"5,06";"33,06"
"1705896000";"22.01.2024 06:00";"49,16";"49,16";"20";"49,16"
"1705899600";"22.01.2024 07:00";"78,43";"78,43";"26,05";"78,43"
"1705903200";"22.01.2024 08:00";"80,52";"80,52";"33,2";"80,52"
"1705906800";"22.01.2024 09:00";"82,52";"82,52";"33,08";"82,52"
"1705910400";"22.01.2024 10:00";"82,64";"82,64";"32,87";"82,64"
"1705914000";"22.01.2024 11:00";"82,44";"82,44";"31,69";"82,44"
"1705917600";"22.01.2024 12:00";"77,18";"77,18";"30,87";"77,18"
"1705921200";"22.01.2024 13:00";"79,75";"79,75";"30,6";"79,75"
"1705924800";"22.01.2024 14:00";"81,51";"81,51";"29,29";"81,51"
"1705928400";"22.01.2024 15:00";"81,94";"81,94";"28,58";"81,94"
"1705932000";"22.01.2024 16:00";"83,68";"83,68";"30,32";"83,68"
"1705935600";"22.01.2024 17:00";"87,53";"87,53";"31,62";"87,53"
"1705939200";"22.01.2024 18:00";"85,91";"85,91";"32,85";"85,91"
"1705942800";"22.01.2024 19:00";"86,54";"86,54";"32,44";"86,54"
"1705946400";"22.01.2024 20:00";"77,6";"77,6";"31,75";"77,6"
"1705950000";"22.01.2024 21:00";"79,4";"79,4";"31,41";"79,4"
"1705953600";"22.01.2024 22:00";"28,84";"28,84";"28,84";"28,84"
"1705957200";"22.01.2024 23:00";"26,07";"26,07";"26,07";"26,07"
"1705960800";"23.01.2024 00:00";"23,03";"23,03";"23,03";"23,03"
"1705964400";"23.01.2024 01:00";"15,84";"15,84";"15,84";"15,84"
"1705968000";"23.01.2024 02:00";"9,86";"9,86";"9,86";"9,86"
"1705971600";"23.01.2024 03:00";"9,14";"9,14";"9,14";"9,14"
"1705975200";"23.01.2024 04:00";"4,17";"4,17";"4,17";"4,17"
"1705978800";"23.01.2024 05:00";"10,22";"10,22";"10,22";"10,22"
"1705982400";"23.01.2024 06:00";"21,63";"21,63";"21,63";"21,63"
"1705986000";"23.01.2024 07:00";"59,07";"59,07";"25,73";"59,07"
"1705989600";"23.01.2024 08:00";"74,01";"74,01";"29,39";"74,01"
"1705993200";"23.01.2024 09:00";"84,93";"84,93";"33,62";"84,93"
"1705996800";"23.01.2024 10:00";"81,65";"81,65";"30,82";"81,65"
"1706000400";"23.01.2024 11:00";"74,03";"74,03";"29,92";"74,03"
"1706004000";"23.01.2024 12:00";"69,35";"69,35";"27,67";"69,35"
"1706007600";"23.01.2024 13:00";"61,06";"61,06";"26,58";"61,06"
"1706011200";"23.01.2024 14:00";"64,84";"64,84";"26,76";"64,84"
"1706014800";"23.01.2024 15:00";"59,1";"59,1";"26,73";"59,1"
"1706018400";"23.01.2024 16:00";"67,08";"67,08";"29";"67,08"
"1706022000";"23.01.2024 17:00";"91,89";"91,89";"64,95";"91,89"
"1706025600";"23.01.2024 18:00";"68,46";"68,46";"68,46";"68,46"
"1706029200";"23.01.2024 19:00";"66,78";"66,78";"66,78";"66,78"
"1706032800";"23.01.2024 20:00";"63,34";"63,34";"63,34";"63,34"
"1706036400";"23.01.2024 21:00";"60,46";"60,46";"60,46";"60,46"
"1706040000";"23.01.2024 22:00";"52,45";"52,45";"52,45";"52,45"
"1706043600";"23.01.2024 23:00";"40,82";"40,82";"40,82";"40,82"
"1706047200";"24.01.2024 00:00";"33,26";"33,26";"33,26";"33,26"
"1706050800";"24.01.2024 01:00";"42,02";"42,02";"42,02";"42,02"
"1706054400";"24.01.2024 02:00";"39,76";"39,76";"39,76";"39,76"
"1706058000";"24.01.2024 03:00";"50,01";"50,01";"50,01";"50,01"
"1706061600";"24.01.2024 04:00";"48,92";"48,92";"48,92";"48,92"
"1706065200";"24.01.2024 05:00";"55,6";"55,6";"55,6";"55,6"
"1706068800";"24.01.2024 06:00";"80,05";"80,05";"80,05";"80,05"
"1706072400";"24.01.2024 07:00";"92,38";"92,38";"92,38";"92,38"
"1706076000";"24.01.2024 08:00";"94,27";"94,27";"94,27";"94,27"
"1706079600";"24.01.2024 09:00";"92,23";"92,23";"92,23";"92,23"
"1706083200";"24.01.2024 10:00";"94,26";"94,26";"94,26";"94,26"
"1706086800";"24.01.2024 11:00";"93,04";"93,04";"93,04";"93,04"
"1706090400";"24.01.2024 12:00";"92,73";"92,73";"92,73";"92,73"
"1706094000";"24.01.2024 13:00";"94,24";"94,24";"94,24";"94,24"
"1706097600";"24.01.2024 14:00";"92,11";"92,11";"92,11";"92,11"
"1706101200";"24.01.2024 15:00";"81,39";"81,39";"81,39";"81,39"
"1706104800";"24.01.2024 16:00";"88,74";"88,74";"88,74";"88,74"
"1706108400";"24.01.2024 17:00";"92,47";"92,47";"92,47";"92,47"
"1706112000";"24.01.2024 18:00";"91,71";"91,71";"91,71";"91,71"
"1706115600";"24.01.2024 19:00";"86,93";"86,93";"86,93";"86,93"
"1706119200";"24.01.2024 20:00";"79,84";"79,84";"79,84";"79,84"
"1706122800";"24.01.2024 21:00";"73,08";"73,08";"64,99";"73,08"
"1706126400";"24.01.2024 22:00";"66,5";"66,5";"63,46";"66,5"
"1706130000";"24.01.2024 23:00";"44,84";"44,84";"44,84";"44,84"
"1706133600";"25.01.2024 00:00";"38,53";"38,53";"38,53";"38,53"
"1706137200";"25.01.2024 01:00";"43,84";"43,84";"43,84";"43,84"
"1706140800";"25.01.2024 02:00";"43,97";"43,97";"43,97";"43,97"
"1706144400";"25.01.2024 03:00";"42,76";"42,76";"42,76";"42,76"
"1706148000";"25.01.2024 04:00";"43,85";"43,85";"43,85";"43,85"
"1706151600";"25.01.2024 05:00";"45,11";"45,11";"45,11";"45,11"
"1706155200";"25.01.2024 06:00";"51,01";"51,01";"51,01";"51,01"
"1706158800";"25.01.2024 07:00";"74,34";"74,34";"74,34";"74,34"
"1706162400";"25.01.2024 08:00";"75,28";"75,28";"75,28";"75,28"
"1706166000";"25.01.2024 09:00";"90,01";"90,01";"89,02";"90,01"
"1706169600";"25.01.2024 10:00";"86,82";"86,82";"85,25";"86,82"
"1706173200";"25.01.2024 11:00";"83,69";"83,69";"83,69";"83,69"
"1706176800";"25.01.2024 12:00";"78,66";"78,66";"78,66";"78,66"
"1706180400";"25.01.2024 13:00";"85,45";"85,45";"85,45";"85,45"
"1706184000";"25.01.2024 14:00";"82,78";"82,78";"82,78";"82,78"
"1706187600";"25.01.2024 15:00";"85,66";"85,66";"85,66";"85,66"
"1706191200";"25.01.2024 16:00";"92,07";"92,07";"92,07";"92,07"
"1706194800";"25.01.2024 17:00";"101,38";"101,38";"101,38";"101,38"
"1706198400";"25.01.2024 18:00";"122,35";"122,35";"122,35";"122,35"
"1706202000";"25.01.2024 19:00";"114,3";"114,3";"114,3";"114,3"
"1706205600";"25.01.2024 20:00";"98,79";"98,79";"98,79";"98,79"
"1706209200";"25.01.2024 21:00";"91,07";"91,07";"91,07";"91,07"
"1706212800";"25.01.2024 22:00";"88,11";"88,11";"88,11";"88,11"
"1706216400";"25.01.2024 23:00";"80,02";"80,02";"80,02";"80,02"
"1706220000";"26.01.2024 00:00";"75,16";"75,16";"75,16";"75,16"
"1706223600";"26.01.2024 01:00";"79,99";"79,99";"79,99";"79,99"
"1706227200";"26.01.2024 02:00";"79,29";"79,29";"79,29";"79,29"
"1706230800";"26.01.2024 03:00";"79,04";"79,04";"79,04";"79,04"
"1706234400";"26.01.2024 04:00";"79,98";"79,98";"79,98";"79,98"
"1706238000";"26.01.2024 05:00";"94,37";"94,37";"94,37";"94,37"
"1706241600";"26.01.2024 06:00";"115,94";"115,94";"115,94";"115,94"
"1706245200";"26.01.2024 07:00";"134,66";"134,66";"134,66";"134,66"
"1706248800";"26.01.2024 08:00";"145,88";"145,88";"145,88";"145,88"
"1706252400";"26.01.2024 09:00";"141,51";"141,51";"141,51";"141,51"
"1706256000";"26.01.2024 10:00";"135,84";"135,84";"135,84";"135,84"
"1706259600";"26.01.2024 11:00";"129,87";"129,87";"114";"129,87"
"1706263200";"26.01.2024 12:00";"123,6";"123,6";"123,6";"123,6"
"1706266800";"26.01.2024 13:00";"120,93";"120,93";"120,93";"120,93"
"1706270400";"26.01.2024 14:00";"127,08";"127,08";"52,69";"127,08"
"1706274000";"26.01.2024 15:00";"128,11";"128,11";"49,28";"128,11"
"1706277600";"26.01.2024 16:00";"134,63";"134,63";"48,91";"134,63"
"1706281200";"26.01.2024 17:00";"132,29";"132,29";"51,48";"132,29"
"1706284800";"26.01.2024 18:00";"126,88";"126,88";"57,37";"126,88"
"1706288400";"26.01.2024 19:00";"114,65";"114,65";"54,19";"114,65"
"1706292000";"26.01.2024 20:00";"98,61";"98,61";"33,51";"98,61"
"1706295600";"26.01.2024 21:00";"40";"40";"27,58";"40"
"1706299200";"26.01.2024 22:00";"81,79";"81,79";"25,76";"81,79"
"1706302800";"26.01.2024 23:00";"60,87";"60,87";"24,39";"60,87"
"1706306400";"27.01.2024 00:00";"52,04";"52,04";"21,98";"52,04"
"1706310000";"27.01.2024 01:00";"56,58";"56,58";"19,32";"56,58"
"1706313600";"27.01.2024 02:00";"55,53";"55,53";"18,26";"55,53"
"1706317200";"27.01.2024 03:00";"56,44";"56,44";"17,63";"56,44"
"1706320800";"27.01.2024 04:00";"55,15";"55,15";"18,02";"55,15"
"1706324400";"27.01.2024 05:00";"55,76";"55,76";"18,49";"55,76"
"1706328000";"27.01.2024 06:00";"111,74";"111,74";"18,84";"111,74"
"1706331600";"27.01.2024 07:00";"61,37";"61,37";"19,41";"61,37"
"1706335200";"27.01.2024 08:00";"132,84";"132,84";"20,71";"132,84"
"1706338800";"27.01.2024 09:00";"87,49";"87,49";"21";"87,49"
"1706342400";"27.01.2024 10:00";"71,05";"71,05";"21,03";"71,05"
"1706346000";"27.01.2024 11:00";"115,99";"115,99";"21,13";"115,99"
"1706349600";"27.01.2024 12:00";"115,97";"115,97";"21,02";"115,97"
"1706353200";"27.01.2024 13:00";"149,52";"149,52";"20,53";"149,52"
"1706356800";"27.01.2024 14:00";"100,2";"100,2";"20,08";"100,2"
"1706360400";"27.01.2024 15:00";"118,31";"118,31";"20,03";"118,31"
"1706364000";"27.01.2024 16:00";"139,08";"139,08";"20,17";"139,08"
"1706367600";"27.01.2024 17:00";"299,03";"299,03";"20,33";"299,03"
"1706371200";"27.01.2024 18:00";"299,01";"299,01";"20,67";"299,01"
"1706374800";"27.01.2024 19:00";"97,44";"97,44";"20,41";"97,44"
"1706378400";"27.01.2024 20:00";"98,53";"98,53";"18,62";"98,53"
"1706382000";"27.01.2024 21:00";"85,72";"85,72";"15,13";"85,72"
"1706385600";"27.01.2024 22:00";"133,03";"133,03";"10,14";"133,03"
"1706389200";"27.01.2024 23:00";"75,97";"75,97";"3,48";"75,97"
"1706392800";"28.01.2024 00:00";"72,7";"72,7";"2,76";"72,7"
"1706396400";"28.01.2024 01:00";"80,4";"80,4";"0,01";"80,4"
"1706400000";"28.01.2024 02:00";"60,82";"60,82";"2,62";"60,82"
"1706403600";"28.01.2024 03:00";"59,4";"59,4";"3,48";"59,4"
"1706407200";"28.01.2024 04:00";"59,46";"59,46";"11,48";"59,46"
"1706410800";"28.01.2024 05:00";"60,76";"60,76";"15,05";"60,76"
"1706414400";"28.01.2024 06:00";"63,34";"63,34";"16,34";"63,34"
"1706418000";"28.01.2024 07:00";"59,93";"59,93";"18,22";"59,93"
"1706421600";"28.01.2024 08:00";"79,53";"79,53";"18,76";"79,53"
"1706425200";"28.01.2024 09:00";"80,71";"80,71";"18,55";"80,71"
"1706428800";"28.01.2024 10:00";"141,33";"141,33";"18,66";"141,33"
"1706432400";"28.01.2024 11:00";"99,57";"99,57";"18,64";"99,57"
"1706436000";"28.01.2024 12:00";"81,88";"81,88";"18,73";"81,88"
"1706439600";"28.01.2024 13:00";"79,97";"79,97";"18,49";"79,97"
"1706443200";"28.01.2024 14:00";"79,96";"79,96";"18,05";"79,96"
"1706446800";"28.01.2024 15:00";"88,68";"88,68";"16,91";"88,68"
"1706450400";"28.01.2024 16:00";"106,23";"106,23";"17,91";"106,23"
"1706454000";"28.01.2024 17:00";"116,73";"116,73";"18,42";"116,73"
"1706457600";"28.01.2024 18:00";"117,17";"117,17";"18,26";"117,17"
"1706461200";"28.01.2024 19:00";"117,22";"117,22";"18,16";"117,22"
"1706464800";"28.01.2024 20:00";"113,89";"113,89";"10,01";"113,89"
"1706468400";"28.01.2024 21:00";"109,66";"109,66";"0,01";"109,66"
"1706472000";"28.01.2024 22:00";"100,52";"100,52";"0,01";"100,52"
"1706475600";"28.01.2024 23:00";"82,4";"82,4";"-0,01";"82,4"
"1706479200";"29.01.2024 00:00";"49,3";"49,3";"-0,31";"49,3"
"1706482800";"29.01.2024 01:00";"49,97";"49,97";"-0,42";"49,97"
"1706486400";"29.01.2024 02:00";"47,26";"47,26";"-1,72";"47,26"
"1706490000";"29.01.2024 03:00";"48,12";"48,12";"-1,78";"48,12"
"1706493600";"29.01.2024 04:00";"47,97";"47,97";"-1,77";"47,97"
"1706497200";"29.01.2024 05:00";"51,58";"51,58";"-1,41";"51,58"
"1706500800";"29.01.2024 06:00";"60,06";"60,06";"-0,11";"60,06"
"1706504400";"29.01.2024 07:00";"84";"84";"5,91";"84"
"1706508000";"29.01.2024 08:00";"101,66";"101,66";"19,17";"101,66"
"1706511600";"29.01.2024 09:00";"100,58";"100,58";"20,56";"100,58"
"1706515200";"29.01.2024 10:00";"88,39";"88,39";"21,75";"88,39"
"1706518800";"29.01.2024 11:00";"78,9";"78,9";"21,34";"78,9"
"1706522400";"29.01.2024 12:00";"71,27";"71,27";"21,08";"71,27"
"1706526000";"29.01.2024 13:00";"70,24";"70,24";"20,03";"70,24"
"1706529600";"29.01.2024 14:00";"74,12";"74,12";"19,86";"74,12"
"1706533200";"29.01.2024 15:00";"81,48";"81,48";"19,52";"81,48"
"1706536800";"29.01.2024 16:00";"99,16";"99,16";"19,52";"99,16"
"1706540400";"29.01.2024 17:00";"111,94";"111,94";"19,62";"111,94"
"1706544000";"29.01.2024 18:00";"127,33";"127,33";"19,87";"127,33"
"1706547600";"29.01.2024 19:00";"116,1";"116,1";"19,59";"116,1"
"1706551200";"29.01.2024 20:00";"107,52";"107,52";"19,67";"107,52"
"1706554800";"29.01.2024 21:00";"92,3";"92,3";"12,46";"92,3"
"1706558400";"29.01.2024 22:00";"86,51";"86,51";"17,76";"86,51"
"1706562000";"29.01.2024 23:00";"83,37";"83,37";"10,5";"83,37"
"1706565600";"30.01.2024 00:00";"78,36";"78,36";"0,63";"78,36"
